plz;stadt
76776;Neuburg am Rhein
76777;Neupotz
76779;Scheibenhardt
76829;Ranschbach
76831;Birkweiler
76833;Böchingen
76835;Burrweiler
76846;Hauenstein
76848;Wilgartswiesen
76855;Annweiler am Trifels
76857;Münchweiler am Klingbach
76863;Herxheimweyher
76865;Rohrbach
76870;Kandel
76872;Winden
76877;Offenbach an der Queich
76879;Ottersheim
76887;Bad Bergzabern
76889;Niederhorbach
76891;Niederschlettenbach
21465;Reinbek
21481;Schnakenbek
21483;Juliusburg
21493;Talkau
21502;Geesthacht
21509;Glinde
21514;Klein Pampau
21516;Schulendorf
21521;Dassendorf
21524;Brunstorf
21526;Hohenhorn
21527;Kollow
21529;Kröppelshagen-Fahrendorf
22113;Oststeinbek
22844;Norderstedt
22846;Norderstedt
22848;Norderstedt
22850;Norderstedt
22851;Norderstedt
22869;Schenefeld
22880;Wedel
22885;Barsbüttel
22889;Tangstedt
22926;Ahrensburg
22927;Großhansdorf
22929;Delingsdorf
22941;Jersbek
22946;Großensee
22949;Ammersbek
22952;Lütjensee
22955;Hoisdorf
22956;Grönwohld
22958;Kuddewörde
22959;Linau
22962;Siek
22964;Steinburg
22965;Todendorf
22967;Tremsbüttel
22969;Witzhave
23539;Lübeck
23552;Lübeck
23554;Lübeck
23556;Lübeck
23558;Lübeck
23560;Lübeck
23562;Lübeck
23564;Lübeck
23566;Lübeck
23568;Lübeck
23569;Lübeck
23570;Lübeck
23611;Bad Schwartau
23617;Stockelsdorf
23619;Hamberge
23623;Ahrensbök
23626;Ratekau
23627;Groß Sarau
23628;Krummesse
23629;Sarkwitz
23669;Timmendorfer Strand
23683;Scharbeutz
23684;Scharbeutz
23689;Pansdorf, Holstein
23701;Eutin
23714;Malente
23715;Bosau
23717;Kasseedorf
23719;Glasau
23730;Sierksdorf
23738;Lensahn
23743;Grömitz
23744;Schönwalde am Bungsberg
23746;Kellenhusen
23747;Dahme
23749;Grube
23758;Gremersdorf
23769;Fehmarn
23774;Heiligenhafen
23775;Großenbrode
23777;Heringsdorf
23779;Neukirchen
23795;Groß Rönnau
23812;Wahlstedt
23813;Blunk
23815;Geschendorf
23816;Bebensee
23818;Neuengörs
23820;Pronstorf
23821;Rohlstorf
23823;Seedorf
23824;Damsdorf
23826;Bark
23827;Travenhorst
23829;Kükels
23843;Rümpel
23845;Wakendorf I
23847;Bliestorf
23858;Reinfeld (Holstein)
23860;Klein Wesenberg
23863;Kayhude
23866;Nahe
23867;Sülfeld
23869;Elmenhorst
23879;Mölln
23881;Niendorf an der Stecknitz
23883;Grambek
23896;Nusse
23898;Kühsen
23899;Besenthal
23909;Fredeburg
23911;Harmsdorf
23919;Göldenitz
24103;Kiel
24105;Kiel
24106;Kiel
24107;Kiel
24109;Melsdorf
24111;Kiel
24113;Kiel
24114;Kiel
24116;Kiel
24118;Kiel
24119;Kronshagen
24143;Kiel
24145;Kiel
24146;Kiel
24147;Kiel
24148;Kiel
24149;Kiel
24159;Kiel
24161;Altenholz
24211;Postfeld
24214;Schinkel
24217;Barsbek
24220;Böhnhusen
24222;Schwentinental
24223;Raisdorf
24226;Heikendorf
24229;Schwedeneck
24232;Schönkirchen
24235;Stein
24238;Martensrade
24239;Achterwehr
24241;Schierensee
24242;Felde
24244;Felm
24245;Barmissen
24247;Mielkendorf
24248;Mönkeberg
24250;Warnau
24251;Osdorf
24253;Passade
24254;Rumohr
24256;Schlesen
24257;Köhn
24259;Westensee
24306;Wittmoldt
24321;Behrensdorf
24326;Kalübbe
24327;Blekendorf
24329;Dannau
24340;Gammelby
24351;Thumby
24354;Kosel
24357;Fleckeby
24358;Hütten
24360;Barkelsby
24361;Klein Wittensee
24363;Holtsee
24364;Holzdorf
24366;Loose
24367;Osterby
24369;Waabs
24376;Kappeln
24392;Brebel
24395;Stangheck
24398;Dörphof
24399;Arnis
24401;Böel
24402;Esgrus
24404;Maasholm
24405;Rügge
24407;Oersberg
24409;Stoltebüll
24534;Neumünster
24536;Neumünster
24537;Neumünster
24539;Neumünster
24558;Henstedt-Ulzburg
24568;Nützen
24576;Bimöhlen
24582;Groß Buchwald
24589;Nortorf
24594;Tappendorf
24598;Boostedt
24601;Belau
24610;Trappenkamp
24613;Aukrug
24616;Sarlhusen
24619;Rendswühren
24620;Bönebüttel
24622;Gnutz
24623;Großenaspe
24625;Großharrie
24626;Groß Kummerfeld
24628;Hartenholm
24629;Kisdorf
24631;Langwedel
24632;Heidmoor
24634;Padenstedt
24635;Rickling
24637;Schillsdorf
24638;Schmalensee
24640;Schmalfeld
24641;Stuvenborn
24643;Struvenhütten
24644;Krogaspe
24646;Warder
24647;Wasbek
24649;Fuhlendorf
24768;Rendsburg
24782;Büdelsdorf
24783;Osterrönfeld
24784;Westerrönfeld
24787;Fockbek
24790;Haßmoor
24791;Alt Duvenstedt
24793;Oldenhütten
24794;Borgstedt
24796;Bovenau
24797;Breiholz
24799;Christiansholm
24800;Elsdorf-Westermühlen
24802;Groß Vollstedt
24803;Erfde
24805;Hamdorf
24806;Hohn
24808;Jevenstedt
24809;Nübbel
24811;Brekendorf
24813;Schülp bei Rendsburg
24814;Sehestedt
24816;Stafstedt
24817;Tetenhusen
24819;Nienborstel
24837;Schleswig
24848;Alt Bennebek
24850;Hüsby
24852;Sollerup
24855;Bollingstedt
24857;Fahrdorf
24860;Klappholz
24861;Bergenhusen
24863;Börm
24864;Brodersby
24866;Busdorf
24867;Dannewerk
24869;Dörpstedt
24870;Ellingstedt
24872;Groß Rheide
24873;Havetoft
24875;Havetoftloit
24876;Hollingstedt
24878;Jagel
24879;Idstedt
24881;Nübel
24882;Schaalby
24884;Geltorf
24885;Sieverstedt
24887;Silberstedt
24888;Steinfeld
24890;Stolk
24891;Schnarup-Thumby
24893;Taarstedt
24894;Twedt
24896;Treia
24897;Ulsnis
24899;Wohlde
24937;Flensburg
24939;Flensburg
24941;Flensburg
24943;Flensburg
24944;Flensburg
24955;Harrislee
24960;Glücksburg
24963;Tarp
24966;Sörup
24969;Lindewitt
24972;Steinberg
24975;Ausacker
24976;Handewitt
24977;Ringsberg
24980;Nordhackstedt
24983;Handewitt
24986;Rüde
24988;Oeversee
24989;Dollerup
24991;Großsolt
24992;Janneby
24994;Jardelund
24996;Ahneby
24997;Wanderup
24999;Wees
25335;Bokholt-Hanredder
25336;Elmshorn
25337;Elmshorn
25348;Blomesche Wildnis
25355;Bevern
25358;Hohenfelde
25361;Grevenkop
25364;Brande-Hörnerkirchen
25365;Klein Offenseth-Sparrieshoop
25368;Kiebitzreihe
25370;Seester
25371;Seestermühe
25373;Ellerhoop
25376;Borsfleth
25377;Kollmar
25379;Herzhorn
25404;Pinneberg
25421;Pinneberg
25429;Uetersen
25436;Moorrege
25437;Tornesch
25451;Quickborn
25462;Rellingen
25469;Halstenbek
25474;Bönningstedt
25479;Ellerau
25482;Appen
25485;Langeln
25486;Alveslohe
25488;Holm
25489;Haseldorf
25491;Hetlingen
25492;Heist
25494;Borstel-Hohenraden
25495;Kummerfeld
25497;Prisdorf
25499;Tangstedt
25524;Itzehoe
25541;Brunsbüttel
25548;Rosdorf
25551;Peissen
25554;Stördorf
25557;Hanerau-Hademarschen
25560;Warringholz
25563;Hingstheide
25566;Rethwisch
25569;Hodorf
25572;Landscheide
25573;Beidenfleth
25575;Beringstedt
25576;Brokdorf
25578;Dägeling
25579;Rade
25581;Poyenberg
25582;Kaaks
25584;Besdorf
25585;Tackesdorf
25587;Münsterdorf
25588;Huje
25590;Osterstedt
25591;Ottenbüttel
25593;Christinenthal
25594;Vaalermoor
25596;Gribbohm
25597;Westermoor
25599;Wewelsfleth
25693;Volsemenhusen
25704;Nordermeldorf
25709;Marnerdeich
25712;Buchholz
25715;Dingen
25718;Friedrichskoog
25719;Busenwurth
25721;Eggstedt
25724;Neufeld
25725;Schafstedt
25727;Krumstedt
25729;Windbergen
25746;Wesseln
25761;Büsum
25764;Hillgroven
25767;Arkebek
25770;Lieth
25774;Groven
25776;Schlichting
25779;Fedderingen
25782;Hövede
25785;Sarzbüttel
25786;Dellstedt
25788;Wallen
25791;Linden
25792;Strübbel
25794;Dörpling
25795;Stelle-Wittenwurth
25797;Wöhrden
25799;Wrohm
25813;Husum
25821;Breklum
25826;Sankt Peter-Ording
25832;Tönning
25836;Katharinenheerd
25840;Koldenbüttel
25842;Bargum
25845;Nordstrand
25849;Pellworm
25850;Bondelum
25852;Bordelum
25853;Bohmstedt
25855;Haselund
25856;Hattstedt
25858;Högel
25859;Hooge
25860;Horstedt
25862;Goldebek
25863;Langeneß
25864;Löwenstedt
25866;Mildstedt
25868;Norderstapel
25869;Gröde
25870;Oldenswort
25872;Wittbek
25873;Rantrum
25875;Schobüll
25876;Schwabstedt
25878;Drage
25879;Süderstapel
25881;Tümlauer Koog
25882;Tetenbüll
25884;Norstedt
25885;Ahrenviöl
25887;Winnert
25889;Witzwort
25899;Bosbüll
25917;Sprakebüll
25920;Stedesand
25923;Braderup
25924;Klanxbüll
25926;Ladelund
25927;Aventoft
25938;Wrixum
25946;Norddorf
25980;Rantum
25992;List
25996;Wenningstedt
25997;Hörnum
25999;Kampen
27498;Helgoland
66111;Saarbrücken
66113;Saarbrücken
66115;Saarbrücken
66117;Saarbrücken
66119;Saarbrücken
66121;Saarbrücken
66123;Saarbrücken
66125;Saarbrücken
66126;Saarbrücken
66127;Saarbrücken
66128;Saarbrücken
66129;Saarbrücken
66130;Saarbrücken
66131;Saarbrücken
66132;Saarbrücken
66133;Saarbrücken
66265;Heusweiler
66271;Kleinblittersdorf
66280;Sulzbach/Saar
66287;Quierschied
66292;Riegelsberg
66299;Friedrichsthal
66333;Völklingen
66346;Püttlingen
66352;Großrosseln
66359;Bous
66386;Sankt Ingbert
66399;Mandelbachtal
66424;Homburg
66440;Blieskastel
66450;Bexbach
66453;Gersheim
66459;Kirkel
66538;Neunkirchen/Saar
66539;Neunkirchen/Saar
66540;Neunkirchen/Saar
66557;Illingen
66564;Ottweiler
66571;Eppelborn
66578;Schiffweiler
66583;Spiesen-Elversberg
66589;Merchweiler
66606;Sankt Wendel
66620;Nonnweiler
66625;Nohfelden
66629;Freisen
66636;Tholey
66640;Namborn
66646;Marpingen
66649;Oberthal
66663;Merzig
66679;Losheim am See
66687;Wadern
66693;Mettlach
66701;Beckingen
66706;Perl
66709;Weiskirchen
66740;Saarlouis
66763;Dillingen
66773;Schwalbach
66780;Rehlingen-Siersburg
66787;Wadgassen
66793;Saarwellingen
66798;Wallerfangen
66802;Überherrn
66806;Ensdorf
66809;Nalbach
66822;Lebach
66839;Schmelz
01067;Dresden Innere Altstadt
01069;Dresden
01097;Dresden
01099;Dresden
01108;Weixdorf
01109;Hellerau
01127;Dresden
01129;Dresden
01139;Dresden
01156;Dresden Gompitz, Zöllmen
01157;Dresden
01159;Dresden
01169;Dresden
01187;Dresden
01189;Dresden
01217;Dresden
01219;Dresden
01237;Dresden
01239;Dresden
01257;Dresden
01259;Dresden
01277;Dresden
01279;Dresden Tolkewitz
01307;Dresden
01309;Dresden
01324;Dresden
01326;Dresden
01328;Dresden
01445;Radebeul
01454;Radeberg
01458;Ottendorf-Okrilla
01465;Dresden
01468;Moritzburg
01471;Radeburg
01477;Arnsdorf
01558;Großenhain
01561;Lampertswalde
01587;Riesa
01589;Riesa
01591;Riesa
01594;Stauchitz
01609;Wülknitz
01612;Diesbar-Seußlitz
01616;Strehla
01619;Röderaue
01623;Leuben-Schleinitz
01640;Coswig
01662;Meißen
01665;Klipphausen
01683;Heynitz
01689;Niederau
01705;Freital
01723;Wilsdruff
01728;Bannewitz
01731;Kreischa
01734;Rabenau
01737;Tharandt
01738;Dorfhain
01744;Dippoldiswalde
01762;Hartmannsdorf-Reichenau
01768;Glashütte
01773;Altenberg
01774;Pretzschendorf
01776;Hermsdorf/Erzgebirge
01778;Geising
01796;Struppen
01809;Heidenau
01814;Reinhardtsdorf-Schöna
01816;Bad Gottleuba-Berggießhübel
01819;Bahretal
01824;Königstein/Sächsische Schweiz
01825;Liebstadt
01829;Stadt Wehlen
01833;Stolpen
01844;Hohwald
01847;Lohmen
01848;Hohnstein
01855;Sebnitz
01877;Schmölln-Putzkau
01896;Lichtenberg
01900;Großröhrsdorf
01904;Steinigtwolmsdorf
01906;Burkau
01909;Frankenthal
01917;Kamenz
01920;Steina
01936;Schwepnitz
02625;Bautzen
02627;Weißenberg
02633;Göda
02681;Wilthen
02689;Sohland an der Spree
02692;Eulowitz
02694;Malschwitz
02699;Neschwitz
02708;Großschweidnitz
02727;Neugersdorf
02730;Ebersbach/Sachsen
02733;Cunewalde
02736;Beiersdorf
02739;Eibau
02742;Neusalza-Spremberg
02747;Herrnhut
02748;Bernstadt auf dem Eigen
02763;Mittelherwigsdorf
02779;Hainewalde
02782;Seifhennersdorf
02785;Olbersdorf
02788;Schlegel
02791;Oderwitz
02794;Leutersdorf
02796;Jonsdorf
02797;Oybin
02799;Waltersdorf
02826;Görlitz
02827;Görlitz
02828;Görlitz
02829;Schöpstal
02894;Sohland am Rotstein
02899;Schönau-Berzdorf auf dem Eigen
02906;Mücka
02923;Neißeaue
02929;Rothenburg/Oberlausitz
02943;Boxberg/Oberlausitz
02953;Gablenz
02956;Rietschen
02957;Krauschwitz
02959;Schleife
02977;Hoyerswerda
02979;Elsterheide
02991;Elsterheide
02994;Wiednitz
02997;Wittichenau
02999;Knappensee
04103;Leipzig
04105;Leipzig
04107;Leipzig
04109;Leipzig
04129;Leipzig
04155;Leipzig
04157;Leipzig
04158;Breitenfeld
04159;Leipzig
04177;Leipzig
04178;Burghausen
04179;Leipzig
04205;Leipzig
04207;Leipzig
04209;Leipzig
04229;Leipzig
04249;Leipzig
04275;Leipzig
04277;Leipzig
04279;Leipzig
04288;Leipzig
04289;Leipzig
04299;Leipzig
04315;Leipzig
04316;Leipzig
04317;Leipzig
04318;Leipzig
04319;Leipzig
04328;Sellerhausen-Stünz
04329;Leipzig
04347;Leipzig
04349;Leipzig
04356;Leipzig
04357;Leipzig
04416;Markkleeberg
04420;Großlehna
04425;Taucha
04435;Schkeuditz
04442;Zwenkau
04451;Borsdorf
04460;Kitzen
04463;Großpösna
04509;Zwochau
04519;Rackwitz
04523;Elstertrebnitz
04539;Groitzsch
04552;Wyhratal
04564;Böhlen
04565;Regis-Breitingen
04567;Kitzscher
04571;Rötha
04574;Deutzen
04575;Neukieritzsch
04579;Espenhain
04643;Geithain
04651;Eulatal
04654;Frohburg
04655;Kohren-Sahlis
04657;Narsdorf
04668;Grimma
04680;Colditz
04683;Belgershain
04685;Nerchau
04687;Trebsen/Mulde
04688;Mutzschen
04703;Bockelwitz
04720;Ebersbach
04736;Waldheim
04741;Niederstriegis
04746;Hartha
04749;Ostrau
04758;Cavertitz
04769;Sornzig-Ablaß
04774;Dahlen
04779;Wermsdorf
04808;Thallwitz
04821;Brandis
04824;Beucha
04827;Machern
04828;Bennewitz
04838;Doberschütz
04849;Kossa
04860;Pflückuff
04862;Mockrehna
04874;Belgern
04880;Trossin
04886;Arzberg
04889;Schildau
07919;Mühltroff
07952;Pausa
07985;Vogtländisches Oberland
08056;Zwickau
08058;Zwickau
08060;Zwickau
08062;Zwickau
08064;Zwickau
08066;Zwickau
08107;Hirschfeld
08112;Wilkau-Haßlau
08115;Lichtentanne
08118;Hartenstein Hartenstein
08132;Mülsen Wulm
08134;Wildenfels Härtensdorf
08141;Reinsdorf
08144;Hirschfeld
08147;Crinitzberg
08209;Auerbach/Vogtland
08223;Grünbach
08228;Rodewisch
08233;Treuen
08236;Ellefeld
08237;Steinberg
08239;Bergen
08248;Klingenthal/Sachsen
08258;Markneukirchen
08261;Schöneck/Vogtland
08262;Tannenbergsthal/Vogtland
08265;Erlbach
08267;Zwota
08269;Hammerbrücke
08280;Aue
08289;Schneeberg
08294;Lößnitz
08297;Zwönitz
08301;Schlema
08304;Schönheide
08309;Eibenstock
08312;Lauter/Sachsen
08315;Bernsbach
08318;Hundshübel
08321;Zschorlau
08324;Bockau
08325;Carlsfeld, Erzgebirge
08326;Sosa
08328;Stützengrün
08340;Beierfeld
08344;Grünhain
08349;Johanngeorgenstadt
08352;Pöhla
08355;Rittersgrün
08359;Breitenbrunn/Erzgebirge
08371;Glauchau
08373;Remse
08393;Meerane
08396;Waldenburg
08412;Leubnitz
08427;Fraureuth
08428;Langenbernsdorf
08432;Steinpleis
08439;Langenhessen
08451;Crimmitschau
08459;Neukirchen/Pleiße
08468;Reichenbach/Vogtland
08485;Lengenfeld
08491;Netzschkau
08496;Neumark
08499;Mylau
08523;Plauen
08525;Plauen
08527;Plauen
08529;Plauen
08538;Reuth
08539;Mehltheuer
08541;Neuensalz
08543;Pöhl
08547;Jößnitz
08548;Syrau
08606;Bösenbrunn
08626;Adorf
08645;Bad Elster
08648;Bad Brambach
09028;Chemnitz, Sachsen
09030;Chemnitz, Sachsen
09111;Chemnitz
09112;Chemnitz
09113;Chemnitz
09114;Chemnitz
09116;Chemnitz
09117;Chemnitz
09119;Chemnitz
09120;Chemnitz
09122;Chemnitz
09123;Chemnitz
09125;Chemnitz
09126;Chemnitz
09127;Chemnitz
09128;Chemnitz, Sachsen
09130;Chemnitz
09131;Chemnitz
09212;Limbach-Oberfrohna
09217;Burgstädt
09221;Neukirchen/Erzgebirge
09224;Mittelbach bei Chemnitz
09227;Einsiedel bei Chemnitz
09228;Wittgensdorf
09232;Hartmannsdorf
09235;Burkhardtsdorf
09236;Claußnitz
09241;Mühlau
09243;Niederfrohna
09244;Lichtenau
09247;Röhrsdorf
09249;Taura
09306;Zettlitz
09322;Penig
09326;Geringswalde
09328;Lunzenau
09337;Hohenstein-Ernstthal
09350;Lichtenstein/Sachsen
09353;Oberlungwitz
09355;Gersdorf
09356;Sankt Egidien
09366;Niederdorf
09376;Oelsnitz/Erzgebirge
09380;Thalheim / Erzgebirge
09385;Lugau/Erzgebirge
09387;Jahnsdorf/Erzgebirge
09390;Gornsdorf
09392;Auerbach
09394;Hohndorf
09395;Hormersdorf
09399;Niederwürschnitz
09405;Gornau/Erzgebirge
09419;Thum
09423;Gelenau/Erzgebirge
09427;Ehrenfriedersdorf
09429;Wolkenstein
09430;Drebach
09432;Großolbersdorf
09435;Scharfenstein
09437;Waldkirchen/Erzgebirge
09439;Amtsberg
09456;Mildenau
09465;Sehmatal
09468;Tannenberg
09471;Bärenstein
09474;Crottendorf
09477;Jöhstadt
09481;Scheibenberg
09484;Oberwiesenthal
09487;Schlettau
09488;Wiesa
09496;Pobershau
09509;Pockau
09514;Lengefeld
09517;Zöblitz
09518;Großrückerswalde
09526;Olbernhau
09544;Neuhausen/Erzgebirge
09548;Deutschneudorf
09557;Flöha
09569;Gahlenz
09573;Augustusburg
09575;Eppendorf
09577;Niederwiesa
09579;Grünhainichen
09599;Freiberg
09600;Weißenborn/Erzgebirge
09603;Großschirma
09618;Großhartmannsdorf
09619;Mulda/Sachsen
09623;Rechenberg-Bienenmühle
09627;Bobritzsch
09629;Reinsberg
09633;Halsbrücke
09634;Siebenlehn
09638;Lichtenberg/Erzgebirge
09648;Mittweida
09661;Striegistal
09669;Frankenberg/Sachsen
06108;Halle
06110;Halle
06112;Halle
06114;Halle
06116;Halle
06118;Halle
06120;Halle
06122;Halle
06124;Halle
06126;Halle
06128;Halle
06130;Halle
06132;Halle
06179;Schkopau
06184;Dölbau
06188;Hohenthurm
06193;Morl
06198;Brachwitz
06217;Beuna
06231;Oebles-Schlechtewitz
06237;Leuna
06242;Krumpa
06246;Bad Lauchstädt
06249;Mücheln (Geiseltal)
06254;Zöschen
06255;Schafstädt
06258;Schkopau Korbetha
06259;Frankleben
06268;Nemsdorf-Göhrendorf
06279;Farnstädt
06295;Bornstedt
06308;Klostermansfeld
06311;Helbra
06313;Ahlsdorf
06317;Amsdorf
06318;Wansleben am See
06333;Endorf
06343;Biesenrode
06347;Ihlewitz
06348;Großörner
06366;Köthen
06369;Zabitz
06385;Aken
06386;Fraßdorf
06388;Piethen
06406;Bernburg
06408;Baalberge
06420;Zickeritz
06425;Beesenlaublingen
06429;Pobzig
06449;Aschersleben Klein Schierstedt
06456;Freckleben
06458;Hedersleben
06463;Meisdorf
06464;Frose
06466;Gatersleben
06467;Hoym
06469;Nachterstedt
06484;Ditfurt
06493;Ballenstedt
06502;Thale
06507;Friedrichsbrunn
06526;Wippra
06528;Horla
06536;Bennungen
06537;Tilleda
06542;Nienstedt
06543;Molmerswende
06547;Breitenstein
06618;Naumburg
06628;Abtlöbnitz
06632;Zeuchfeld
06636;Burgscheidungen
06638;Karsdorf
06642;Wohlmirstedt
06647;Thalwinkel
06648;Eckartsberga
06667;Reichardtswerben
06679;Granschütz
06682;Werschen
06686;Röcken
06688;Wengelsdorf
06712;Geußnitz
06721;Goldschau
06722;Weickelsdorf
06724;Bröckau
06725;Reuden
06727;Luckenau
06729;Langendorf
06731;Bitterfeld-Wolfen
06749;Friedersdorf
06766;Bobbau
06773;Gräfenhainichen
06774;Plodda
06779;Thurland
06780;Stumsdorf
06785;Horstdorf
06786;Gohrau
06791;Möhlau
06792;Sandersdorf
06794;Sandersdorf Zscherndorf
06796;Brehna
06800;Jeßnitz
06803;Greppin
06804;Muldenstein
06808;Holzweißig
06809;Roitzsch
06842;Dessau
06844;Dessau
06846;Dessau
06847;Dessau
06849;Dessau
06861;Dessau-Roßlau
06862;Roßlau
06868;Thießen
06869;Coswig
06886;Lutherstadt Wittenberg
06888;Dabrun
06889;Lutherstadt Wittenberg
06895;Zahna
06896;Schmilkendorf
06901;Schnellin
06905;Korgau
06909;Priesitz
06917;Jessen (Elster) Leipa
06918;Listerfehrda
06922;Prettin
06925;Löben
06926;Holzdorf
06928;Linda (Elster)
29410;Chüden
29413;Wallstawe
29416;Kerkau
38486;Neuendorf
38489;Hohentramm
38820;Halberstadt
38822;Ströbeck
38828;Wegeleben
38829;Harsleben
38835;Schauen
38836;Rohrsheim
38838;Schlanstedt
38855;Heudeber
38871;Langeln
38875;Sorge
38877;Benneckenstein
38879;Schierke
38889;Hüttenrode
38895;Langenstein
38899;Trautenstein
39014;Magdeburg
39104;Magdeburg
39106;Magdeburg
39108;Magdeburg
39110;Magdeburg
39112;Magdeburg
39114;Magdeburg
39116;Magdeburg
39118;Magdeburg
39120;Magdeburg
39122;Magdeburg
39124;Magdeburg
39126;Magdeburg
39128;Magdeburg
39130;Magdeburg
39164;Klein Wanzleben
39167;Niederndodeleben
39171;Sülzetal
39175;Wahlitz
39179;Barleben
39217;Schönebeck (Elbe)
39218;Schönebeck (Elbe)
39221;Großmühlingen
39240;Zuchau
39245;Dannigkow
39249;Pömmelte
39261;Zerbst
39264;Leps
39279;Ladeburg
39288;Burg
39291;Theeßen
39307;Schlagenthin
39317;Elbe-Parey
39319;Redekin
39326;Rogätz
39340;Haldensleben
39343;Ackendorf
39345;Wieglitz
39356;Weferlingen
39359;Grauingen
39365;Sommersdorf
39387;Schermcke
39393;Völpke
39397;Nienhagen
39398;Groß Germersleben
39418;Staßfurt
39434;Hecklingen bei Staßfurt
39435;Tarthun
39439;Rathmannsdorf
39443;Hohenerxleben
39444;Hecklingen
39446;Löderburg
39448;Etgersleben
39517;Sandbeiendorf
39524;Schönhausen (Elbe)
39539;Havelberg
39576;Stendal
39579;Querstedt
39590;Storkau (Elbe)
39596;Beelitz
39599;Möringen
39606;Walsleben
39615;Geestgottberg
39619;Kläden
39624;Berkau
39629;Bismark (Altmark)
39638;Gardelegen
39646;Oebisfelde
39649;Dannefeld
04600;Altenburg
04603;Nobitz
04610;Meuselwitz
04613;Lucka
04617;Lödla
04618;Frohnsdorf
04626;Jonaswalde
04639;Gößnitz
06556;Reinsdorf
06567;Esperstedt
06571;Roßleben
06577;Hauteroda
06578;Bilzingsleben
07318;Wittgendorf
07330;Marktgölitz
07333;Unterwellenborn
07334;Goßwitz
07336;Könitz
07338;Hohenwarte
07343;Wurzbach
07349;Lehesten
07356;Lobenstein
07366;Birkenhügel
07368;Remptendorf
07381;Döbritz
07387;Krölpa
07389;Seisla
07407;Großkochberg
07422;Rottenbach
07426;Dröbischau
07427;Schwarzburg
07429;Döschnitz
07545;Gera
07546;Gera
07548;Gera
07549;Gera
07551;Gera
07552;Gera
07554;Kauern
07557;Zedlitz
07570;Steinsdorf
07580;Braunichswalde
07586;Hartmannsdorf
07589;Münchenbernsdorf
07607;Hainspitz
07613;Hartmannsdorf
07616;Nausnitz
07619;Schkölen
07629;Reichenbach
07639;Weißenborn
07646;Ottendorf
07743;Jena
07745;Jena
07747;Jena
07749;Jena
07751;Bucha
07768;Schöps
07774;Thierschneck
07778;Lehesten
07806;Dreba
07819;Triptis
07907;Oettersdorf
07922;Tanna
07924;Eßbach
07926;Gefell
07927;Hirschberg
07929;Saalburg-Ebersdorf
07937;Zadelsdorf
07950;Göhren-Döhlen
07955;Auma
07957;Hain
07958;Hohenleuben
07973;Greiz
07980;Berga/Elster
07987;Mohlsdorf
07989;Teichwolframsdorf
36404;Wölferbütt
36414;Unterbreizbach
36419;Geisa
36433;Moorgrund
36448;Schweina
36452;Klings
36456;Barchfeld
36457;Weilar
36460;Frauensee
36466;Dermbach
36469;Tiefenort
37308;Sickerode
37318;Bornhagen
37327;Hausen
37339;Hundeshagen
37345;Holungen
37351;Dingelstädt
37355;Vollenborn
37359;Büttstedt
96515;Sonneberg
96523;Steinach
96524;Neuhaus-Schierschnitz
96528;Frankenblick
98527;Suhl
98528;Suhl
98529;Suhl
98530;Dillstädt
98544;Zella-Mehlis
98547;Christes
98553;Bischofrod
98554;Benshausen
98559;Oberhof
98574;Schmalkalden
98587;Unterschönau
98590;Schwallungen
98593;Kleinschmalkalden
98596;Trusetal
98597;Fambach
98599;Brotterode
98617;Obermaßfeld-Grimmenthal
98630;Mendhausen
98631;Berkach
98634;Kaltenwestheim
98639;Walldorf
98646;Hildburghausen
98660;Lengfeld
98663;Ummerstadt
98666;Masserberg
98667;Schleusegrund
98669;Schlechtsart
98673;Brünn
98678;Sachsenbrunn
98693;Ilmenau
98701;Böhlen
98704;Langewiesen
98708;Gehren
98711;Schmiedefeld am Rennsteig
98714;Stützerbach
98716;Geschwenda
98724;Neuhaus am Rennweg
98739;Reichmannsdorf
98743;Gräfenthal
98744;Deesbach
98746;Goldisthal
98749;Scheibe-Alsbach
